IncidentGroup,DateOfCall,Notional Cost (£)
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,692.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Fire,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,0.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,692.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,692.0
Special Service,2021-01-04,692.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,692.0
Special Service,2021-01-04,346.0
Fire,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,692.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,0.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Fire,2021-01-04,692.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,692.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,692.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,692.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,692.0
Special Service,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Fire,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Fire,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,0.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
Fire,2021-01-04,2076.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-04,346.0
Fire,2021-01-04,346.0
False Alarm,2021-01-04,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,692.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,692.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,692.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,692.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,692.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,3114.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,1038.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,346.0
Special Service,2021-01-05,692.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,692.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,692.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,1730.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
Fire,2021-01-05,1384.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,692.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,3806.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,692.0
Special Service,2021-01-05,692.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,1038.0
Fire,2021-01-05,692.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,692.0
Special Service,2021-01-05,692.0
Fire,2021-01-05,1038.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
Fire,2021-01-05,692.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,1730.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,2768.0
False Alarm,2021-01-05,692.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Fire,2021-01-05,346.0
False Alarm,2021-01-05,346.0
False Alarm,2021-01-05,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,1038.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,692.0
Fire,2021-01-06,692.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,692.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,1730.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,9688.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,692.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,1038.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,692.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,692.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,692.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,1038.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,1038.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,692.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,692.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,1038.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,1038.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,692.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,692.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,692.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,2422.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Fire,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,1038.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,346.0
Fire,2021-01-06,346.0
Special Service,2021-01-06,346.0
Special Service,2021-01-06,1038.0
Special Service,2021-01-06,692.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-06,346.0
False Alarm,2021-01-06,346.0
Special Service,2021-01-06,346.0
False Alarm,2021-01-07,346.0
Fire,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,692.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Fire,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,692.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,692.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Fire,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,692.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
Fire,2021-01-07,692.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,692.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
Fire,2021-01-07,692.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Fire,2021-01-07,346.0
Special Service,2021-01-07,346.0
Fire,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,692.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Fire,2021-01-07,692.0
Fire,2021-01-07,346.0
False Alarm,2021-01-07,346.0
Special Service,2021-01-07,346.0
Special Service,2021-01-07,0.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
False Alarm,2021-01-07,346.0
